stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Secretory,Stromal
24hpf,0,12.26,0,0,4.09,322.83,4.09,8.17
72hpf,0,4.28,0,0,0,58.84,1.07,2.14
21Day,0,14.72,1.34,0,1.34,36.14,1.34,1.34
3Month,0.32,15.68,0,1.28,1.92,3.2,1.6,0.32
22Month,0,11.48,0,0.55,0.55,4.92,9.84,1.09
