stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,4.09,24.52,0,0,4.09,106.25,0,44.95
72hpf,4.28,1.07,0,0,2.14,8.56,0,24.61
21Day,0,1.34,0,0,1.34,0,0,12.05
3Month,0.32,14.72,96.3,6.72,0.96,3.2,0.96,2.24
22Month,10.93,3.28,16.95,0,0,0,0.55,0.55
