stage,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,8.17,0
72hpf,1.07,0,0,0,6.42,0
21Day,1.34,0,1.34,0,1.34,2.68
3Month,0.64,0.96,0,0.32,0,0
