stage,Epithelial,Immune,Neuron,Secretory,Stromal
24hpf,0,0,8.17,0,0
72hpf,5.35,3.21,14.98,3.21,1.07
21Day,1.34,0,16.06,2.68,0
3Month,1.28,0,0.32,0,0
22Month,2.73,0,0,0.55,0
