stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,12.26,0,0,0,0,4.09,57.21,0,0
72hpf,10.7,0,0,0,0,1.07,1.07,0,0
21Day,109.76,2.68,0,115.11,4.02,5.35,0,5.35,1.34
3Month,100.46,0.32,3.52,12.48,0,0.32,0,0.32,0.96
22Month,34.44,0,1.64,7.11,0,0,0.55,0,0
