stage,Epithelial,Erythroid,Immune,Muscle,Neuron
72hpf,0,0,0,0,17.12
21Day,4.02,2.68,0,1.34,20.08
3Month,0,0,0.96,0,11.52
22Month,8.2,0,0.55,0,9.29
