stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,8.17,0,12.26,0,53.12,0,0,8.17
72hpf,1.07,2.14,0,0,0,6.42,0,1.07,3.21
21Day,0,5.35,1.34,2.68,1.34,12.05,0,1.34,9.37
22Month,0,5.47,0,1.64,0,0,0.55,0,0
