stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,20.43,0,8.17,0,0,4.09
72hpf,7.49,0,0,0,0,2.14,0,1.07,0
21Day,9.37,0,0,0,0,1.34,0,1.34,0
3Month,83.51,0.32,3.52,4.48,5.12,0.32,0,1.6,0.64
22Month,76.53,0,0,1.64,2.19,0,0.55,0.55,2.19
