stage,Endothelial,Epithelial,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,1487.45,24.52,134.85,2995.33,12.26,314.65
72hpf,2.14,1.07,1.07,1.07,10.7,0,1.07
21Day,0,9.37,0,0,10.71,0,6.69
22Month,0,1.09,1.64,0,0,0.55,0
