stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,0,12.26,0,0,0
72hpf,0,6.42,0,1.07,0,7.49,0,0,2.14
21Day,0,9.37,0,5.35,1.34,5.35,0,1.34,2.68
3Month,0,42.87,1.6,4.16,7.04,0.32,0,1.6,0.96
22Month,0.55,24.05,0,1.09,0,0.55,1.09,0.55,1.64
