stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,0,0,8.17,0,4.09
72hpf,0,2.14,1.07,0,1.07,0,17.12,0,5.35
21Day,0,1.34,1.34,0,0,2.68,4.02,0,5.35
3Month,0,1.6,0,0.32,0.32,0.32,0,0,0.32
22Month,1.09,10.39,0,0,2.19,1.64,6.01,0.55,0
