stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,8.17,0,0,0,0,28.6,12.26
72hpf,2.14,0,0,0,0,3.21,2.14
21Day,4.02,0,0,2.68,1.34,0,5.35
3Month,1.92,0.32,1.28,0,0.32,0.32,0.64
22Month,5.47,0,1.64,0,0,0,1.09
