stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,4.09,32.69,0,8.17,4.09,649.74,0,0,69.47
72hpf,1.07,10.7,0,0,3.21,50.28,0,0,22.47
21Day,1.34,14.72,4.02,5.35,6.69,38.82,0,2.68,28.11
22Month,0,0.55,0,0,0,0,0.55,0.55,1.09
