stage,Endothelial,Epithelial,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,4.09,0,0
72hpf,0,0,0,0,9.63,1.07,1.07
21Day,0,0,0,0,4.02,0,0
3Month,0.32,2.56,0.64,0.32,0,0,0
