stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,4.09,4.09,0,0
72hpf,0,3.21,0,0,3.21,13.91,0,5.35
21Day,0,5.35,1.34,0,9.37,6.69,0,5.35
3Month,0.32,17.6,0,5.12,0.64,0.64,0.64,5.12
22Month,1.64,7.65,0.55,2.19,0.55,0,0.55,0.55
