stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,4.09,0,0,0,8.17,8.17,0,0,0
72hpf,27.81,0,0,0,0,8.56,0,0,0
21Day,12.05,0,0,0,0,2.68,1.34,0,1.34
3Month,19.2,0,9.92,1.6,0.32,0,0,2.24,1.6
22Month,18.59,0.55,1.64,1.09,0,0.55,1.09,1.09,2.19
