stage,Epithelial,Germ,Immune,Neuron,Other,Stromal
72hpf,0,0,0,2.14,0,0
21Day,1.34,0,0,4.02,0,0
3Month,2.88,0,0.64,0,0,0.32
22Month,3.83,0.55,0.55,0,0.55,0
