stage,Endothelial,Epithelial,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,8.17,36.78,4.09,0
72hpf,0,0,0,2.14,14.98,0,3.21
21Day,1.34,2.68,0,0,6.69,0,4.02
3Month,0,0.96,0.32,0,0,0,0
22Month,0,3.28,0.55,0,0,0,0
