stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,4.09,0,0,0,4.09,0,0,0
72hpf,0,0,0,0,0,1.07,0,0,0
21Day,0,6.69,0,2.68,0,0,0,0,0
3Month,0,14.08,0.32,15.68,2.56,0,0,0.96,0.96
22Month,0.55,24.05,0,6.56,4.37,1.09,1.09,0.55,2.19
