stage,Epithelial,Erythroid,Germ,Immune,Neuron
24hpf,0,0,0,0,12.26
72hpf,2.14,0,0,0,0
21Day,6.69,1.34,0,0,4.02
3Month,26.88,0,0.32,0.64,0
22Month,0.55,0,0,1.09,0
