stage,Epithelial,Germ,Immune,Neuron
24hpf,0,0,0,4.09
72hpf,2.14,0,0,1.07
21Day,18.74,0,2.68,4.02
3Month,1.6,0.32,0.64,0
22Month,0.55,0,0.55,0
