stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,0,28.6,0,0,0
72hpf,0,3.21,0,0,0,63.12,0,0,3.21
21Day,0,0,0,0,0,42.83,0,1.34,6.69
3Month,0.32,12.8,24.32,3.52,2.24,1.6,0,0.96,1.6
22Month,0.55,31.71,7.11,4.92,1.09,3.28,1.64,0,1.09
