stage,Epithelial,Germ,Immune,Neuron,Other,Stromal
72hpf,2.14,0,0,0,0,0
21Day,0,0,0,1.34,0,0
3Month,3.2,34.55,0.64,0,0,0.96
22Month,1.64,1.09,1.64,0,0.55,0
