stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,20.43,4.09,28.6,0,4.09
72hpf,1.07,0,0,0,0,6.42,0,0
21Day,1.34,10.71,0,1.34,0,9.37,0,4.02
3Month,0,0,0.32,0.32,0,0,0,0
22Month,0,51.39,0,20.23,0,0,1.09,1.09
