stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,8.17,1042.03,0,0,110.33,12.26,380.04,12.26,0,77.64
72hpf,10.7,1095.47,7.49,0,18.19,10.7,228.94,346.61,22.47,169.03
21Day,12.05,2080.08,84.33,1.34,143.22,60.23,252.98,16.06,211.49,179.36
3Month,124.46,90506.94,180.13,302.67,1677.81,1502.16,178.53,131.82,1561.99,617.5
22Month,302.3,126171.72,232.33,188.05,1152.89,910.73,260.75,2715.23,692.06,421.47
