stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,0,40.86,0,0,4.09
72hpf,0,1.07,0,0,0,8.56,0,0,1.07
21Day,0,4.02,1.34,0,0,6.69,0,0,1.34
3Month,1.28,9.92,53.43,1.6,0.96,0.96,0,0.64,0.64
22Month,0,15.31,2.73,2.19,0,1.09,1.64,0,0
