stage,Epithelial,Erythroid,Germ,Neuron,Stromal
24hpf,0,0,0,20.43,0
72hpf,2.14,0,0,6.42,1.07
21Day,0,1.34,0,1.34,1.34
3Month,0.64,0,7.04,0.32,0.64
