stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,28.6,4.09
72hpf,2.14,0,0,1.07,146.56,0
21Day,4.02,8.03,0,1.34,93.7,5.35
3Month,0.32,0,0.32,0,0.32,0
