stage,Epithelial,Erythroid,Germ,Immune,Neuron,Secretory,Stromal
72hpf,0,0,0,0,14.98,0,0
21Day,1.34,2.68,0,1.34,21.42,1.34,0
3Month,1.28,0,0,0.32,0.32,0.32,0.32
22Month,8.75,0.55,8.2,0.55,5.47,0,1.09
