stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory
24hpf,0,0,4.09,0,4.09,0
72hpf,0,0,0,0,7.49,0
21Day,0,0,0,0,4.02,0
3Month,1.28,1.92,0,0.32,0,0.32
22Month,0.55,3.83,0.55,0,0,0
