stage,Endothelial,Epithelial,Germ,Immune,Neuron,Other,Secretory,Stromal
72hpf,0,19.26,0,0,1.07,0,0,0
21Day,0,48.19,0,0,4.02,0,0,0
3Month,0.32,56.95,0,0.64,0,0,1.6,0.32
22Month,0,79.81,1.64,2.73,0,0.55,0.55,1.64
