stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,4.09,0,0,0,0,4.09,0
72hpf,0,0,0,0,0,1.07,0
21Day,0,0,0,1.34,1.34,0,0
3Month,1.6,0,0.64,1.28,0,0,0.32
22Month,2.73,0.55,0.55,2.73,0,0,0
