stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,0,8.17,0,0,8.17
72hpf,0,4.28,0,0,1.07,0,0,0,1.07
21Day,0,2.68,0,1.34,1.34,0,0,0,1.34
3Month,0.32,22.72,37.43,4.8,2.88,0,0,1.28,4.48
22Month,0.55,24.6,17.49,0,0,0,0.55,0.55,0.55
