stage,Epithelial,Erythroid,Immune,Neuron,Stromal
72hpf,1.07,0,0,1.07,0
21Day,0,0,4.02,0,1.34
3Month,0,0.32,0.64,0,0
22Month,1.09,0,1.64,0,0.55
