stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,8.17,0,0,0,0,12.26,0,0
72hpf,3.21,1.07,0,0,0,5.35,0,3.21
21Day,1.34,2.68,0,0,1.34,1.34,0,4.02
3Month,6.4,0,1.6,0.32,0,0,0,0.96
22Month,4.37,0.55,0,1.64,0,0,0.55,0
