stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,4.09,0,4.09,4.09,81.73,0,8.17
72hpf,10.7,0,1.07,0,65.26,1.07,7.49
21Day,10.71,4.02,0,1.34,30.79,2.68,10.71
3Month,1.28,0,0.32,0,0,0,0
