stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,8.17,0,0,0,0,4.09,0
72hpf,4.28,0,0,0,1.07,0,1.07
21Day,6.69,0,1.34,0,0,0,2.68
3Month,27.52,0.64,0.64,1.28,0,0,0.32
22Month,1.64,0,0.55,0,0,0,0
