stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,12.26,4.09,40.86,0,0
72hpf,1.07,7.49,3.21,0,5.35,2.14,4.28,0,11.77
21Day,0,14.72,2.68,1.34,25.43,1.34,5.35,0,16.06
3Month,0.32,5.44,0,0.32,2.24,0.32,0,0,0
22Month,1.09,10.93,0,0,1.64,0,0.55,0.55,1.09
