stage,Epithelial,Erythroid,Germ,Immune,Neuron,Stromal
24hpf,0,0,0,0,0,4.09
72hpf,1.07,0,0,0,0,5.35
21Day,2.68,0,0,0,1.34,6.69
3Month,0.64,0,0.96,0.96,0.32,0
22Month,3.28,0.55,0,0.55,0,0.55
