stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,4.09,0,0,0,0,0
72hpf,0,1.07,0,1.07,0,1.07,1.07
21Day,1.34,20.08,0,0,0,0,0
3Month,0,1.28,0.32,0.96,0.32,0,0
