stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Stromal
24hpf,4.09,0,0,0,12.26,0
72hpf,7.49,0,0,0,3.21,2.14
21Day,9.37,1.34,1.34,2.68,2.68,10.71
22Month,1.64,0,0,0,0,0
