stage,Epithelial,Erythroid,Immune,Neuron,Stromal
24hpf,0,0,0,4.09,0
72hpf,0,0,0,4.28,0
21Day,1.34,2.68,0,9.37,0
3Month,0.96,0,0.32,8.64,0.96
22Month,6.01,0,1.09,0,0
