stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,12.26,0,0,0,8.17,0,0
72hpf,1.07,0,1.07,3.21,13.91,0,3.21
21Day,12.05,2.68,4.02,0,10.71,0,2.68
3Month,0.32,0,0.32,0,0,0.32,0
22Month,4.37,0,0,0,0,0,0
