stage,Epithelial,Erythroid,Muscle,Neuron,Secretory,Stromal
24hpf,16.35,0,0,85.81,0,12.26
72hpf,8.56,0,2.14,13.91,1.07,5.35
21Day,18.74,1.34,1.34,5.35,1.34,5.35
