stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
72hpf,0,0,0,0,1.07,0,0
21Day,1.34,0,0,0,0,0,0
3Month,64.95,0.64,1.6,0,0.32,0.32,0
22Month,141.04,0,3.28,1.64,0,0,1.09
