stage,Epithelial,Germ,Immune,Neuron,Secretory,Stromal
72hpf,3.21,0,0,0,0,0
21Day,2.68,0,0,0,0,0
3Month,16.64,1.92,1.28,0.32,0.32,0.32
22Month,11.48,0,0.55,0,0,0
