stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
72hpf,1.07,0,0,0,0,2.14,0,0
21Day,0,0,0,0,2.68,1.34,0,0
3Month,6.72,0,4.8,0.64,0.96,0.32,0,0.64
22Month,7.65,0.55,5.47,6.01,0,0.55,3.83,0
