stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,0,0,4.09
72hpf,0,1.07,0,0,0,0,0,0
21Day,1.34,2.68,0,0,1.34,0,0,0
3Month,0,12.16,0.32,0.96,5.12,0.64,0.96,0.64
