stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,4.09,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,1.07,8.56,0,0
21Day,0,0,2.68,1.34,0,1.34,8.03,0,1.34
3Month,0.32,3.84,0,0,0.64,0,0,0.64,0.32
22Month,0,2.19,0,0.55,0.55,0,12.57,0,0
