stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Secretory,Stromal
72hpf,0,0,1.07,0,0,62.05,0,2.14
21Day,0,0,0,0,0,49.53,0,2.68
3Month,0,3.52,0,0.32,2.56,71.99,0.64,0.96
22Month,0.55,15.31,0,0.55,2.19,28.43,1.09,0
