stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory
72hpf,0,0,0,0,0,2.14,23.54
21Day,0,4.02,0,0,1.34,2.68,88.34
3Month,0.32,3.2,0.32,0,0,0,4.16
22Month,0,2.19,0,1.09,0,0,0
