stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,4.09,0,0,0,0,0,0
72hpf,0,1.07,0,0,0,4.28,0,0
21Day,0,0,2.68,0,0,4.02,0,0
3Month,0,7.36,40.31,2.88,1.28,0.64,0.96,0.64
22Month,0.55,9.84,39.36,1.09,1.09,0,0,0
