stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,8.17,0,0,0,0,61.3,0,0,12.26
72hpf,0,1.07,0,0,0,0,2.14,0,1.07,4.28
21Day,0,2.68,0,0,2.68,1.34,2.68,0,0,9.37
3Month,0.64,13.76,0.32,48.63,2.24,0.96,0.32,0,0.96,0.96
22Month,0.55,19.13,0,4.37,0,0,0.55,0.55,1.09,1.64
