stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,12.26,0,0,0,0
72hpf,0,0,0,1.07,0,1.07,0,0
21Day,0,0,0,12.05,0,1.34,0,1.34
3Month,0.32,9.92,2.88,66.55,1.28,0,0.32,1.28
22Month,0,15.85,0,56.31,0.55,0,0.55,0.55
