stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,4.09,0,16.35,0,0
72hpf,0,1.07,0,0,1.07,5.35,0,0
21Day,0,1.34,4.02,1.34,4.02,2.68,0,0
3Month,0,0.64,0,0.96,0.32,0,0,0
22Month,0.55,10.93,0,1.64,0.55,0.55,0.55,1.09
