stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,12.26,36.78,0,8.17
72hpf,5.35,0,0,0,10.7,0,1.07
21Day,24.09,0,0,0,77.63,1.34,2.68
3Month,1.28,1.28,1.6,0,0,0,0.64
22Month,4.37,2.19,2.19,0,0.55,0,0
