stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Stromal
72hpf,0,6.42,0,0,0,2.14,1.07
21Day,0,6.69,0,1.34,0,1.34,2.68
3Month,0.32,4.48,0.32,0.96,0,0,0.32
22Month,0,4.37,0,3.83,0.55,0,0
