stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,4.09,0,0,0,0,8.17,0,4.09
72hpf,1.07,11.77,4.28,1.07,0,3.21,631.18,0,17.12
21Day,0,12.05,2.68,0,4.02,2.68,278.41,6.69,14.72
3Month,1.6,9.92,0,3.84,0.32,0.32,3.84,0.96,9.28
22Month,0,4.92,0,21.32,1.09,0,5.47,0.55,2.73
