stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,24.52,0,32.69
72hpf,0,0,0,0,4.28,0,21.4
21Day,4.02,0,0,0,0,1.34,32.12
3Month,6.4,7.04,0.96,0.32,0,0.32,1.92
22Month,8.75,0.55,0,0,0,0,4.37
