stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,4.09,0,0,0,0
72hpf,2.14,0,0,3.21,0,2.14,0,0
21Day,4.02,2.68,0,2.68,0,0,0,0
3Month,1.6,11.2,2.24,2.88,0,0.32,0.32,0.64
22Month,0,4.37,0.55,0,0.55,0.55,0,0.55
