stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,4.09,0,0,0,0,28.6,0,0
72hpf,2.14,0,0,0,0,82.37,0,1.07
21Day,4.02,1.34,1.34,1.34,0,48.19,0,0
3Month,21.44,0.32,256.28,7.04,1.6,2.56,4.8,1.6
22Month,8.75,0,1.64,2.19,0,1.64,0.55,0
