stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,4.09,0,8.17,0,0,12.26
72hpf,3.21,0,0,0,33.16,0,1.07,8.56
21Day,1.34,1.34,0,4.02,18.74,0,2.68,14.72
3Month,2.88,0,0.96,0,0,0,0,0.64
22Month,2.19,0,0,0,0,0.55,0,0
