stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,0,8.17,0,0,0
72hpf,0,13.91,0,0,0,16.05,0,0,2.14
21Day,0,25.43,1.34,0,0,13.39,0,0,1.34
3Month,0,28.48,0,4.48,0.96,0,0,1.28,1.6
22Month,0.55,14.21,0,0.55,0,1.09,1.09,0.55,1.09
