stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,4.09,0,0,4.09,4.09,388.21,32.69
72hpf,5.35,3.21,0,0,0,62.05,13.91
21Day,12.05,36.14,0,10.71,10.71,54.88,13.39
3Month,0,0,2.88,0.32,0,0,0
